libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 =  0.78%; accuracy_at_5 =  5.86%; loss = 4.605170 
Iteration   990: accuracy_at_1 = 13.67%; accuracy_at_5 = 33.59%; loss = 3.754971  (0.529019 s/it)
Iteration  1000: accuracy_at_1 = 12.50%; accuracy_at_5 = 31.64%; loss = 3.785240  (0.529199 s/it)
Iteration  1010: accuracy_at_1 = 15.23%; accuracy_at_5 = 39.84%; loss = 3.703915  (0.529773 s/it)
Iteration  1020: accuracy_at_1 = 12.89%; accuracy_at_5 = 32.03%; loss = 3.852358  (0.529267 s/it)
Iteration  1030: accuracy_at_1 = 12.11%; accuracy_at_5 = 30.47%; loss = 3.770683  (0.529932 s/it)
Iteration  1040: accuracy_at_1 = 13.67%; accuracy_at_5 = 31.25%; loss = 3.748996  (0.529844 s/it)
Iteration  1050: accuracy_at_1 = 12.50%; accuracy_at_5 = 32.03%; loss = 3.844332  (0.530143 s/it)
Iteration  1060: accuracy_at_1 = 10.55%; accuracy_at_5 = 32.03%; loss = 3.762571  (0.530272 s/it)
Iteration  1070: accuracy_at_1 =  9.38%; accuracy_at_5 = 23.83%; loss = 3.930583  (0.529671 s/it)
Iteration  1080: accuracy_at_1 = 12.89%; accuracy_at_5 = 32.81%; loss = 3.831007  (0.530331 s/it)
Iteration  1090: accuracy_at_1 = 10.55%; accuracy_at_5 = 33.98%; loss = 3.695601  (0.531212 s/it)
Iteration  1100: accuracy_at_1 = 10.55%; accuracy_at_5 = 31.64%; loss = 3.788788  (0.528865 s/it)
Iteration  1110: accuracy_at_1 = 13.67%; accuracy_at_5 = 35.16%; loss = 3.874480  (0.529598 s/it)
Iteration  1120: accuracy_at_1 = 14.45%; accuracy_at_5 = 35.94%; loss = 3.771014  (0.529565 s/it)
Iteration  1130: accuracy_at_1 = 14.06%; accuracy_at_5 = 37.89%; loss = 3.688191  (0.529129 s/it)
Iteration  1140: accuracy_at_1 = 10.55%; accuracy_at_5 = 33.59%; loss = 3.806394  (0.528748 s/it)
Iteration  1150: accuracy_at_1 = 11.33%; accuracy_at_5 = 35.55%; loss = 3.788544  (0.529082 s/it)
Iteration  1160: accuracy_at_1 =  8.20%; accuracy_at_5 = 27.73%; loss = 3.956433  (0.530121 s/it)
Iteration  1170: accuracy_at_1 = 11.33%; accuracy_at_5 = 31.64%; loss = 3.798023  (0.531697 s/it)
Iteration  1180: accuracy_at_1 = 12.50%; accuracy_at_5 = 32.42%; loss = 3.677565  (0.530811 s/it)
Iteration  1190: accuracy_at_1 =  8.98%; accuracy_at_5 = 31.64%; loss = 3.879167  (0.529980 s/it)
Iteration  1200: accuracy_at_1 =  9.77%; accuracy_at_5 = 31.25%; loss = 3.867279  (0.529745 s/it)
Iteration  1210: accuracy_at_1 = 12.50%; accuracy_at_5 = 35.16%; loss = 3.752980  (0.529775 s/it)
Iteration  1220: accuracy_at_1 = 12.89%; accuracy_at_5 = 30.08%; loss = 3.727349  (0.529084 s/it)
Iteration  1230: accuracy_at_1 = 12.89%; accuracy_at_5 = 35.55%; loss = 3.668208  (0.529188 s/it)
Iteration  1240: accuracy_at_1 = 11.33%; accuracy_at_5 = 35.55%; loss = 3.705797  (0.529401 s/it)
Iteration  1250: accuracy_at_1 =  8.98%; accuracy_at_5 = 35.16%; loss = 3.726529  (0.529028 s/it)
Iteration  1260: accuracy_at_1 = 13.67%; accuracy_at_5 = 34.77%; loss = 3.627354  (0.529104 s/it)
Iteration  1270: accuracy_at_1 =  9.38%; accuracy_at_5 = 35.55%; loss = 3.758855  (0.529381 s/it)
Iteration  1280: accuracy_at_1 = 12.11%; accuracy_at_5 = 33.59%; loss = 3.831055  (0.530701 s/it)
Iteration  1290: accuracy_at_1 =  8.98%; accuracy_at_5 = 32.42%; loss = 3.829271  (0.530313 s/it)
Iteration  1300: accuracy_at_1 = 12.89%; accuracy_at_5 = 34.38%; loss = 3.758708  (0.529846 s/it)
Iteration  1310: accuracy_at_1 = 13.67%; accuracy_at_5 = 35.16%; loss = 3.636034  (0.530558 s/it)
Iteration  1320: accuracy_at_1 =  8.20%; accuracy_at_5 = 31.64%; loss = 3.818410  (0.529643 s/it)
Iteration  1330: accuracy_at_1 = 14.45%; accuracy_at_5 = 38.67%; loss = 3.586835  (0.530104 s/it)
Iteration  1340: accuracy_at_1 = 12.89%; accuracy_at_5 = 35.55%; loss = 3.686972  (0.530449 s/it)
Iteration  1350: accuracy_at_1 =  9.38%; accuracy_at_5 = 35.16%; loss = 3.730736  (0.528861 s/it)
Iteration  1360: accuracy_at_1 =  8.20%; accuracy_at_5 = 35.94%; loss = 3.783384  (0.528467 s/it)
Iteration  1370: accuracy_at_1 = 15.23%; accuracy_at_5 = 39.06%; loss = 3.615831  (0.528611 s/it)
Iteration  1380: accuracy_at_1 = 16.80%; accuracy_at_5 = 37.11%; loss = 3.656625  (0.529004 s/it)
Iteration  1390: accuracy_at_1 = 12.11%; accuracy_at_5 = 30.47%; loss = 3.744310  (0.529095 s/it)
Iteration  1400: accuracy_at_1 = 11.72%; accuracy_at_5 = 35.16%; loss = 3.730281  (0.528924 s/it)
Iteration  1410: accuracy_at_1 = 17.19%; accuracy_at_5 = 39.84%; loss = 3.532616  (0.529016 s/it)
Iteration  1420: accuracy_at_1 = 13.28%; accuracy_at_5 = 38.28%; loss = 3.572011  (0.530308 s/it)
Iteration  1430: accuracy_at_1 = 16.80%; accuracy_at_5 = 37.89%; loss = 3.604026  (0.530149 s/it)
Iteration  1440: accuracy_at_1 = 11.72%; accuracy_at_5 = 37.11%; loss = 3.640846  (0.530459 s/it)
Iteration  1450: accuracy_at_1 = 15.23%; accuracy_at_5 = 40.23%; loss = 3.521907  (0.530069 s/it)
Iteration  1460: accuracy_at_1 = 13.28%; accuracy_at_5 = 34.77%; loss = 3.726587  (0.530302 s/it)
Iteration  1470: accuracy_at_1 = 12.11%; accuracy_at_5 = 38.67%; loss = 3.618262  (0.530958 s/it)
Iteration  1480: accuracy_at_1 = 12.50%; accuracy_at_5 = 37.50%; loss = 3.735607  (0.528500 s/it)
Iteration  1490: accuracy_at_1 = 12.89%; accuracy_at_5 = 33.59%; loss = 3.793104  (0.529049 s/it)
Iteration  1500: accuracy_at_1 = 12.11%; accuracy_at_5 = 38.28%; loss = 3.597668  (0.530060 s/it)
Iteration  1510: accuracy_at_1 = 10.16%; accuracy_at_5 = 38.28%; loss = 3.691216  (0.529382 s/it)
Iteration  1520: accuracy_at_1 = 11.72%; accuracy_at_5 = 31.25%; loss = 3.711405  (0.528965 s/it)
Iteration  1530: accuracy_at_1 = 13.67%; accuracy_at_5 = 38.28%; loss = 3.647906  (0.528939 s/it)
Iteration  1540: accuracy_at_1 = 14.45%; accuracy_at_5 = 37.50%; loss = 3.683424  (0.530189 s/it)
Iteration  1550: accuracy_at_1 = 14.06%; accuracy_at_5 = 35.55%; loss = 3.730794  (0.530035 s/it)
Iteration  1560: accuracy_at_1 = 14.06%; accuracy_at_5 = 34.38%; loss = 3.664628  (0.531617 s/it)
Iteration  1570: accuracy_at_1 = 17.58%; accuracy_at_5 = 41.02%; loss = 3.533303  (0.530889 s/it)
Iteration  1580: accuracy_at_1 = 11.33%; accuracy_at_5 = 35.94%; loss = 3.711350  (0.529875 s/it)
Iteration  1590: accuracy_at_1 = 10.55%; accuracy_at_5 = 34.77%; loss = 3.772839  (0.529642 s/it)
Iteration  1600: accuracy_at_1 = 16.41%; accuracy_at_5 = 39.06%; loss = 3.622219  (0.531112 s/it)
Iteration  1610: accuracy_at_1 = 12.11%; accuracy_at_5 = 37.11%; loss = 3.744602  (0.528972 s/it)
Iteration  1620: accuracy_at_1 = 15.62%; accuracy_at_5 = 35.55%; loss = 3.669170  (0.528937 s/it)
Iteration  1630: accuracy_at_1 = 13.67%; accuracy_at_5 = 31.64%; loss = 3.761047  (0.529294 s/it)
Iteration  1640: accuracy_at_1 = 16.02%; accuracy_at_5 = 39.84%; loss = 3.540413  (0.529662 s/it)
Iteration  1650: accuracy_at_1 = 17.97%; accuracy_at_5 = 41.80%; loss = 3.559480  (0.529147 s/it)
Iteration  1660: accuracy_at_1 = 18.36%; accuracy_at_5 = 41.02%; loss = 3.547365  (0.529299 s/it)
Iteration  1670: accuracy_at_1 =  8.98%; accuracy_at_5 = 38.67%; loss = 3.683574  (0.530062 s/it)
Iteration  1680: accuracy_at_1 = 16.41%; accuracy_at_5 = 34.38%; loss = 3.713447  (0.529814 s/it)
Iteration  1690: accuracy_at_1 = 14.45%; accuracy_at_5 = 38.67%; loss = 3.632251  (0.530341 s/it)
Iteration  1700: accuracy_at_1 = 14.84%; accuracy_at_5 = 39.45%; loss = 3.690231  (0.530128 s/it)
Iteration  1710: accuracy_at_1 = 17.19%; accuracy_at_5 = 43.75%; loss = 3.546756  (0.530026 s/it)
Iteration  1720: accuracy_at_1 = 15.62%; accuracy_at_5 = 37.89%; loss = 3.677181  (0.530388 s/it)
Iteration  1730: accuracy_at_1 = 12.89%; accuracy_at_5 = 41.02%; loss = 3.577434  (0.530002 s/it)
Iteration  1740: accuracy_at_1 = 13.28%; accuracy_at_5 = 36.33%; loss = 3.656168  (0.528930 s/it)
Iteration  1750: accuracy_at_1 = 14.45%; accuracy_at_5 = 39.06%; loss = 3.597202  (0.528893 s/it)
Iteration  1760: accuracy_at_1 = 19.53%; accuracy_at_5 = 42.58%; loss = 3.488988  (0.529337 s/it)
Iteration  1770: accuracy_at_1 = 19.53%; accuracy_at_5 = 43.75%; loss = 3.537810  (0.528964 s/it)
Iteration  1780: accuracy_at_1 = 15.62%; accuracy_at_5 = 36.72%; loss = 3.607089  (0.529213 s/it)
Iteration  1790: accuracy_at_1 = 16.80%; accuracy_at_5 = 37.89%; loss = 3.610179  (0.529164 s/it)
Iteration  1800: accuracy_at_1 = 10.94%; accuracy_at_5 = 34.77%; loss = 3.683831  (0.530793 s/it)
Iteration  1810: accuracy_at_1 = 14.45%; accuracy_at_5 = 41.80%; loss = 3.473645  (0.530013 s/it)
Iteration  1820: accuracy_at_1 = 15.23%; accuracy_at_5 = 39.45%; loss = 3.557308  (0.530022 s/it)
Iteration  1830: accuracy_at_1 = 13.28%; accuracy_at_5 = 37.50%; loss = 3.656256  (0.529962 s/it)
Iteration  1840: accuracy_at_1 = 16.80%; accuracy_at_5 = 41.80%; loss = 3.414120  (0.530567 s/it)
Iteration  1850: accuracy_at_1 = 11.72%; accuracy_at_5 = 32.03%; loss = 3.737619  (0.530165 s/it)
Iteration  1860: accuracy_at_1 = 15.23%; accuracy_at_5 = 41.80%; loss = 3.615272  (0.529393 s/it)
Iteration  1870: accuracy_at_1 = 12.50%; accuracy_at_5 = 35.16%; loss = 3.711966  (0.529118 s/it)
Iteration  1880: accuracy_at_1 = 13.67%; accuracy_at_5 = 39.06%; loss = 3.600541  (0.529378 s/it)
Iteration  1890: accuracy_at_1 = 14.06%; accuracy_at_5 = 38.28%; loss = 3.591968  (0.528728 s/it)
Iteration  1900: accuracy_at_1 = 16.02%; accuracy_at_5 = 38.67%; loss = 3.531147  (0.529236 s/it)
Iteration  1910: accuracy_at_1 = 16.41%; accuracy_at_5 = 42.58%; loss = 3.611631  (0.528990 s/it)
Iteration  1920: accuracy_at_1 = 10.94%; accuracy_at_5 = 34.38%; loss = 3.714898  (0.529286 s/it)
Iteration  1930: accuracy_at_1 = 19.92%; accuracy_at_5 = 43.75%; loss = 3.453834  (0.530541 s/it)
Iteration  1940: accuracy_at_1 = 13.28%; accuracy_at_5 = 38.67%; loss = 3.643296  (0.530274 s/it)
Iteration  1950: accuracy_at_1 = 14.45%; accuracy_at_5 = 36.72%; loss = 3.622672  (0.530594 s/it)
Iteration  1960: accuracy_at_1 = 19.92%; accuracy_at_5 = 41.41%; loss = 3.489535  (0.531731 s/it)
Iteration  1970: accuracy_at_1 = 17.97%; accuracy_at_5 = 41.41%; loss = 3.462707  (0.529875 s/it)
Iteration  1980: accuracy_at_1 = 17.58%; accuracy_at_5 = 41.80%; loss = 3.478338  (0.530082 s/it)
Iteration  1990: accuracy_at_1 = 12.89%; accuracy_at_5 = 41.80%; loss = 3.564810  (0.529768 s/it)
Iteration  2000: accuracy_at_1 = 12.89%; accuracy_at_5 = 38.28%; loss = 3.597716  (0.529258 s/it)
Iteration  2010: accuracy_at_1 = 19.14%; accuracy_at_5 = 42.58%; loss = 3.402292  (0.529014 s/it)
Iteration  2020: accuracy_at_1 = 15.62%; accuracy_at_5 = 37.89%; loss = 3.620026  (0.529099 s/it)
Iteration  2030: accuracy_at_1 = 13.28%; accuracy_at_5 = 42.19%; loss = 3.544510  (0.529366 s/it)
Iteration  2040: accuracy_at_1 = 16.80%; accuracy_at_5 = 41.02%; loss = 3.420772  (0.531312 s/it)
Iteration  2050: accuracy_at_1 = 14.45%; accuracy_at_5 = 41.41%; loss = 3.522932  (0.530443 s/it)
Iteration  2060: accuracy_at_1 = 16.41%; accuracy_at_5 = 36.33%; loss = 3.629132  (0.531082 s/it)
Iteration  2070: accuracy_at_1 = 14.45%; accuracy_at_5 = 40.62%; loss = 3.594388  (0.529732 s/it)
Iteration  2080: accuracy_at_1 = 14.84%; accuracy_at_5 = 35.94%; loss = 3.573740  (0.529930 s/it)
Iteration  2090: accuracy_at_1 = 19.14%; accuracy_at_5 = 40.23%; loss = 3.533420  (0.530034 s/it)
Iteration  2100: accuracy_at_1 = 11.72%; accuracy_at_5 = 41.80%; loss = 3.560812  (0.530692 s/it)
Iteration  2110: accuracy_at_1 = 17.19%; accuracy_at_5 = 47.66%; loss = 3.465447  (0.530133 s/it)
Iteration  2120: accuracy_at_1 = 13.67%; accuracy_at_5 = 39.06%; loss = 3.583516  (0.529056 s/it)
Iteration  2130: accuracy_at_1 = 21.09%; accuracy_at_5 = 46.88%; loss = 3.399314  (0.529238 s/it)
Iteration  2140: accuracy_at_1 = 16.41%; accuracy_at_5 = 43.75%; loss = 3.469812  (0.529159 s/it)
Iteration  2150: accuracy_at_1 = 10.55%; accuracy_at_5 = 35.94%; loss = 3.708940  (0.528671 s/it)
Iteration  2160: accuracy_at_1 = 15.23%; accuracy_at_5 = 40.62%; loss = 3.574083  (0.529510 s/it)
Iteration  2170: accuracy_at_1 = 18.36%; accuracy_at_5 = 48.44%; loss = 3.359605  (0.529077 s/it)
Iteration  2180: accuracy_at_1 = 16.02%; accuracy_at_5 = 40.62%; loss = 3.507765  (0.529527 s/it)
Iteration  2190: accuracy_at_1 = 14.84%; accuracy_at_5 = 37.89%; loss = 3.547518  (0.530012 s/it)
Iteration  2200: accuracy_at_1 = 16.02%; accuracy_at_5 = 44.53%; loss = 3.448321  (0.529887 s/it)
Iteration  2210: accuracy_at_1 = 15.62%; accuracy_at_5 = 41.41%; loss = 3.574672  (0.530155 s/it)
Iteration  2220: accuracy_at_1 = 13.28%; accuracy_at_5 = 41.02%; loss = 3.572973  (0.529911 s/it)
Iteration  2230: accuracy_at_1 = 12.11%; accuracy_at_5 = 45.31%; loss = 3.577983  (0.530441 s/it)
Iteration  2240: accuracy_at_1 = 13.67%; accuracy_at_5 = 37.11%; loss = 3.618125  (0.529425 s/it)
Iteration  2250: accuracy_at_1 = 14.45%; accuracy_at_5 = 45.31%; loss = 3.377231  (0.528541 s/it)
Iteration  2260: accuracy_at_1 = 15.23%; accuracy_at_5 = 38.67%; loss = 3.558918  (0.528364 s/it)
Iteration  2270: accuracy_at_1 = 15.23%; accuracy_at_5 = 42.58%; loss = 3.485774  (0.528747 s/it)
Iteration  2280: accuracy_at_1 = 16.80%; accuracy_at_5 = 43.36%; loss = 3.473958  (0.528895 s/it)
Iteration  2290: accuracy_at_1 = 16.41%; accuracy_at_5 = 40.62%; loss = 3.430113  (0.530212 s/it)
Iteration  2300: accuracy_at_1 = 15.23%; accuracy_at_5 = 41.41%; loss = 3.536525  (0.528687 s/it)
Iteration  2310: accuracy_at_1 = 19.92%; accuracy_at_5 = 45.70%; loss = 3.369486  (0.531150 s/it)
Iteration  2320: accuracy_at_1 = 19.53%; accuracy_at_5 = 44.92%; loss = 3.405386  (0.530294 s/it)
